domain,dataset,problem_id,problem_key,run_index,is_correct,variant,oof_score
math,brumo25,brumo25-22,brumo25:brumo25-22,9,1,base_only,0.9429302973453527
math,brumo25,brumo25-22,brumo25:brumo25-22,26,1,base_only,0.9645871725360102
math,brumo25,brumo25-22,brumo25:brumo25-22,56,0,base_only,0.9529209162886986
math,brumo25,brumo25-22,brumo25:brumo25-22,62,1,base_only,0.9720652401640769
math,brumo25,brumo25-23,brumo25:brumo25-23,21,0,base_only,0.2940305339605312
math,brumo25,brumo25-23,brumo25:brumo25-23,29,1,base_only,0.7179986295312052
math,brumo25,brumo25-23,brumo25:brumo25-23,39,0,base_only,0.12347191608579856
math,brumo25,brumo25-23,brumo25:brumo25-23,64,1,base_only,0.6016953787435947
math,brumo25,brumo25-24,brumo25:brumo25-24,17,0,base_only,0.08401087975130415
math,brumo25,brumo25-24,brumo25:brumo25-24,35,0,base_only,0.14380075675386267
math,brumo25,brumo25-24,brumo25:brumo25-24,40,1,base_only,0.8076047869331966
math,brumo25,brumo25-24,brumo25:brumo25-24,49,1,base_only,0.9599259139176733
math,brumo25,brumo25-26,brumo25:brumo25-26,22,1,base_only,0.9025788038325291
math,brumo25,brumo25-26,brumo25:brumo25-26,28,1,base_only,0.29352964612964516
math,brumo25,brumo25-26,brumo25:brumo25-26,37,0,base_only,0.20739378697884575
math,brumo25,brumo25-26,brumo25:brumo25-26,59,0,base_only,0.2294823990333611
math,brumo25,brumo25-27,brumo25:brumo25-27,5,1,base_only,0.2347780225362294
math,brumo25,brumo25-27,brumo25:brumo25-27,16,0,base_only,0.19118741891487373
math,brumo25,brumo25-27,brumo25:brumo25-27,33,0,base_only,0.21075704216641694
math,brumo25,brumo25-27,brumo25:brumo25-27,59,1,base_only,0.5983364534040362
math,brumo25,brumo25-28,brumo25:brumo25-28,28,0,base_only,0.11123187472841707
math,brumo25,brumo25-28,brumo25:brumo25-28,44,0,base_only,0.7157937126131553
math,brumo25,brumo25-28,brumo25:brumo25-28,46,1,base_only,0.7442589000252177
math,brumo25,brumo25-28,brumo25:brumo25-28,56,1,base_only,0.8645402374619233
math,brumo25,brumo25-3,brumo25:brumo25-3,21,1,base_only,0.5356428469762197
math,brumo25,brumo25-3,brumo25:brumo25-3,36,1,base_only,0.9478552367031688
math,brumo25,brumo25-3,brumo25:brumo25-3,53,1,base_only,0.9385888666674131
math,brumo25,brumo25-5,brumo25:brumo25-5,24,0,base_only,0.13757327270690073
math,brumo25,brumo25-5,brumo25:brumo25-5,34,0,base_only,0.29135574229619626
math,brumo25,brumo25-5,brumo25:brumo25-5,60,1,base_only,0.8766124996141478
math,brumo25,brumo25-5,brumo25:brumo25-5,63,1,base_only,0.4126045810719749
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,5,1,base_only,0.132400781610792
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,32,0,base_only,0.2566955171392692
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,49,1,base_only,0.6357737566779773
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,61,0,base_only,0.1334646927523526
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,21,0,base_only,0.23881666896807072
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,24,1,base_only,0.8311993641721434
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,32,0,base_only,0.5535188257968695
math,hmmt25,hmmt25-12,hmmt25:hmmt25-12,62,0,base_only,0.6346824239022842
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,4,1,base_only,0.7037035571781678
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,34,1,base_only,0.5560892178297401
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,45,0,base_only,0.6635993677684119
math,hmmt25,hmmt25-13,hmmt25:hmmt25-13,52,0,base_only,0.5888627016586132
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,5,1,base_only,0.721752744080146
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,10,0,base_only,0.5849398896327609
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,23,0,base_only,0.7949094486033831
math,hmmt25,hmmt25-14,hmmt25:hmmt25-14,30,1,base_only,0.7301074982336841
math,hmmt25,hmmt25-2,hmmt25:hmmt25-2,61,1,base_only,0.27512570671469777
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,12,0,base_only,0.12103908209746461
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,19,1,base_only,0.7907404564957173
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,32,1,base_only,0.8494571240292097
math,hmmt25,hmmt25-22,hmmt25:hmmt25-22,40,1,base_only,0.5418649869339588
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,6,1,base_only,0.8231235130510022
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,8,0,base_only,0.9396140865244444
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,45,0,base_only,0.2011188401817118
math,hmmt25,hmmt25-23,hmmt25:hmmt25-23,54,1,base_only,0.6113007460347475
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,4,1,base_only,0.8427938019616547
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,34,0,base_only,0.09853460438477595
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,37,0,base_only,0.758689491663511
math,hmmt25,hmmt25-24,hmmt25:hmmt25-24,55,1,base_only,0.8961025989134861
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,22,1,base_only,0.8837775273680137
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,29,0,base_only,0.10357199214017458
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,37,1,base_only,0.8675254173165382
math,hmmt25,hmmt25-25,hmmt25:hmmt25-25,39,0,base_only,0.13455425912607724
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,10,1,base_only,0.8929950636073556
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,38,1,base_only,0.8165170182914765
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,48,0,base_only,0.26292056715345913
math,hmmt25,hmmt25-26,hmmt25:hmmt25-26,51,0,base_only,0.15725171908878127
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,37,0,base_only,0.11454404156176232
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,44,1,base_only,0.8324652501439873
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,61,1,base_only,0.8545017422305577
math,hmmt25,hmmt25-27,hmmt25:hmmt25-27,62,0,base_only,0.2803672796232077
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,10,1,base_only,0.8907494336770824
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,11,0,base_only,0.7093149421402736
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,16,0,base_only,0.7160129773992614
math,hmmt25,hmmt25-3,hmmt25:hmmt25-3,44,1,base_only,0.8351393074321619
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,17,1,base_only,0.8731856115750243
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,30,0,base_only,0.4157748239374498
math,hmmt25,hmmt25-5,hmmt25:hmmt25-5,55,1,base_only,0.7350393068211531
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,3,1,base_only,0.4335466146554964
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,9,0,base_only,0.8016498793076462
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,21,0,base_only,0.21348097181452302
math,hmmt25,hmmt25-6,hmmt25:hmmt25-6,34,1,base_only,0.6593842866449846
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,14,1,base_only,0.4752549584011698
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,33,1,base_only,0.8613019647924295
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,34,0,base_only,0.04837613968225278
math,hmmt25,hmmt25-7,hmmt25:hmmt25-7,39,0,base_only,0.11096882865506857
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,3,0,base_only,0.3611478427937596
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,12,1,base_only,0.5001805702658144
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,15,1,base_only,0.5013071940686636
math,hmmt25,hmmt25-8,hmmt25:hmmt25-8,60,0,base_only,0.13569561926718823
math,aime24,64,aime24:64,20,1,base_plus_knot_bin,0.7516002565299912
math,aime24,64,aime24:64,38,0,base_plus_knot_bin,0.8237831213905834
math,aime24,64,aime24:64,53,1,base_plus_knot_bin,0.4454661134270211
math,aime24,64,aime24:64,54,0,base_plus_knot_bin,0.7246519175074679
math,aime24,66,aime24:66,20,1,base_plus_knot_bin,0.3299956297844596
math,aime24,66,aime24:66,24,0,base_plus_knot_bin,0.8740929923383143
math,aime24,68,aime24:68,30,1,base_plus_knot_bin,0.8211909108617996
math,aime24,68,aime24:68,38,0,base_plus_knot_bin,0.5189232581652611
math,aime24,68,aime24:68,43,1,base_plus_knot_bin,0.6749398176602306
math,aime24,68,aime24:68,55,1,base_plus_knot_bin,0.8043062749467802
math,aime24,70,aime24:70,5,0,base_plus_knot_bin,0.7614843147822634
math,aime24,70,aime24:70,7,1,base_plus_knot_bin,0.822419172610117
math,aime24,70,aime24:70,53,1,base_plus_knot_bin,0.4888549268124536
math,aime24,70,aime24:70,55,0,base_plus_knot_bin,0.7972619826853359
math,aime24,73,aime24:73,31,0,base_plus_knot_bin,0.3934242349973768
math,aime24,73,aime24:73,40,0,base_plus_knot_bin,0.37837257337009206
math,aime24,73,aime24:73,44,1,base_plus_knot_bin,0.1810219478936924
math,aime24,73,aime24:73,62,1,base_plus_knot_bin,0.10482517702062452
math,aime24,75,aime24:75,8,1,base_plus_knot_bin,0.8420387534913142
math,aime24,75,aime24:75,12,0,base_plus_knot_bin,0.5392174436116667
math,aime24,75,aime24:75,39,0,base_plus_knot_bin,0.6295897610615002
math,aime24,75,aime24:75,51,1,base_plus_knot_bin,0.3866495023889071
math,aime24,76,aime24:76,3,0,base_plus_knot_bin,0.38084652403216396
math,aime24,76,aime24:76,32,1,base_plus_knot_bin,0.900093995162625
math,aime24,76,aime24:76,35,0,base_plus_knot_bin,0.438195955781074
math,aime24,76,aime24:76,56,1,base_plus_knot_bin,0.7158057908603297
math,aime24,77,aime24:77,14,0,base_plus_knot_bin,0.5297653735751657
math,aime24,77,aime24:77,32,1,base_plus_knot_bin,0.41358327259498834
math,aime24,77,aime24:77,37,0,base_plus_knot_bin,0.10197831883337288
math,aime24,77,aime24:77,44,1,base_plus_knot_bin,0.6545960745287085
math,aime24,78,aime24:78,1,1,base_plus_knot_bin,0.8050412424728582
math,aime24,78,aime24:78,22,0,base_plus_knot_bin,0.847312139283086
math,aime24,78,aime24:78,42,1,base_plus_knot_bin,0.8517923223986468
math,aime24,78,aime24:78,56,0,base_plus_knot_bin,0.8682842788007491
math,aime24,80,aime24:80,24,1,base_plus_knot_bin,0.5318511820840369
math,aime24,80,aime24:80,29,1,base_plus_knot_bin,0.8196038485613492
math,aime24,80,aime24:80,43,0,base_plus_knot_bin,0.4442672812328559
math,aime24,80,aime24:80,62,0,base_plus_knot_bin,0.3910870359375195
math,aime24,82,aime24:82,1,1,base_plus_knot_bin,0.6494012142496403
math,aime24,82,aime24:82,18,1,base_plus_knot_bin,0.8229670087166674
math,aime24,82,aime24:82,35,0,base_plus_knot_bin,0.8540400277639095
math,aime24,82,aime24:82,51,0,base_plus_knot_bin,0.5379331049504938
math,aime24,83,aime24:83,8,1,base_plus_knot_bin,0.5391728263627041
math,aime24,83,aime24:83,18,0,base_plus_knot_bin,0.33369024683943865
math,aime24,83,aime24:83,53,1,base_plus_knot_bin,0.4607767979996413
math,aime24,83,aime24:83,55,1,base_plus_knot_bin,0.8223630918214734
math,aime24,85,aime24:85,30,1,base_plus_knot_bin,0.1420835775075293
math,aime24,85,aime24:85,46,0,base_plus_knot_bin,0.49622857677045284
math,aime24,85,aime24:85,49,1,base_plus_knot_bin,0.2512442991448946
math,aime24,85,aime24:85,53,0,base_plus_knot_bin,0.297814086595155
math,aime24,87,aime24:87,13,1,base_plus_knot_bin,0.5955402151235613
math,aime24,87,aime24:87,54,0,base_plus_knot_bin,0.5991057174033981
math,aime24,87,aime24:87,55,0,base_plus_knot_bin,0.8568530064495827
math,aime24,88,aime24:88,9,1,base_plus_knot_bin,0.15154462900351864
math,aime24,88,aime24:88,29,0,base_plus_knot_bin,0.4732519016312755
math,aime24,88,aime24:88,37,1,base_plus_knot_bin,0.13825327062115153
math,aime24,88,aime24:88,59,0,base_plus_knot_bin,0.22338929575680616
math,aime24,89,aime24:89,4,0,base_plus_knot_bin,0.1522304209993323
math,aime24,89,aime24:89,17,1,base_plus_knot_bin,0.34553388137535807
math,aime24,89,aime24:89,33,1,base_plus_knot_bin,0.10498156671825677
math,aime24,89,aime24:89,39,0,base_plus_knot_bin,0.2464348945588662
math,aime25,1,aime25:1,14,1,base_plus_knot_bin,0.8932388465246611
math,aime25,1,aime25:1,17,1,base_plus_knot_bin,0.7271482912706714
math,aime25,1,aime25:1,23,0,base_plus_knot_bin,0.05066733967382496
math,aime25,1,aime25:1,62,1,base_plus_knot_bin,0.5822343372155151
math,aime25,10,aime25:10,20,0,base_plus_knot_bin,0.13637798285401517
math,aime25,10,aime25:10,24,1,base_plus_knot_bin,0.709736716702109
math,aime25,10,aime25:10,28,1,base_plus_knot_bin,0.6168600407247856
math,aime25,10,aime25:10,44,0,base_plus_knot_bin,0.2592078608235844
math,aime25,11,aime25:11,23,0,base_plus_knot_bin,0.20094557279618702
math,aime25,11,aime25:11,24,1,base_plus_knot_bin,0.8026838086539718
math,aime25,11,aime25:11,46,1,base_plus_knot_bin,0.23859235253382707
math,aime25,11,aime25:11,55,0,base_plus_knot_bin,0.11519120535669232
math,aime25,17,aime25:17,4,1,base_plus_knot_bin,0.7101258623543796
math,aime25,17,aime25:17,8,0,base_plus_knot_bin,0.37605180461180465
math,aime25,17,aime25:17,42,1,base_plus_knot_bin,0.9113156938936701
math,aime25,17,aime25:17,57,0,base_plus_knot_bin,0.48708116881606695
math,aime25,19,aime25:19,9,0,base_plus_knot_bin,0.4061680301340586
math,aime25,19,aime25:19,27,1,base_plus_knot_bin,0.4490076442886432
math,aime25,19,aime25:19,35,0,base_plus_knot_bin,0.4816195857757497
math,aime25,19,aime25:19,58,1,base_plus_knot_bin,0.7963037839965433
math,aime25,21,aime25:21,3,0,base_plus_knot_bin,0.7161812071786814
math,aime25,21,aime25:21,6,0,base_plus_knot_bin,0.6677646466486177
math,aime25,21,aime25:21,20,1,base_plus_knot_bin,0.5961496430582596
math,aime25,22,aime25:22,7,1,base_plus_knot_bin,0.5383405816604572
math,aime25,22,aime25:22,16,0,base_plus_knot_bin,0.3179698264224425
math,aime25,22,aime25:22,23,0,base_plus_knot_bin,0.5952351796814026
math,aime25,22,aime25:22,44,1,base_plus_knot_bin,0.6510817085302796
math,aime25,23,aime25:23,1,0,base_plus_knot_bin,0.6526505720515972
math,aime25,23,aime25:23,14,0,base_plus_knot_bin,0.4343103469106221
math,aime25,23,aime25:23,52,1,base_plus_knot_bin,0.2703582772428962
math,aime25,23,aime25:23,61,1,base_plus_knot_bin,0.6325672723448382
math,aime25,24,aime25:24,17,1,base_plus_knot_bin,0.3971073372848465
math,aime25,24,aime25:24,44,1,base_plus_knot_bin,0.39843299485985534
math,aime25,24,aime25:24,57,0,base_plus_knot_bin,0.40229224759382287
math,aime25,25,aime25:25,19,1,base_plus_knot_bin,0.5256438093984935
math,aime25,25,aime25:25,35,1,base_plus_knot_bin,0.9733509052313947
math,aime25,25,aime25:25,53,0,base_plus_knot_bin,0.5394825745510174
math,aime25,25,aime25:25,58,0,base_plus_knot_bin,0.7208824679097782
math,aime25,28,aime25:28,40,0,base_plus_knot_bin,0.5333877580383621
math,aime25,28,aime25:28,48,0,base_plus_knot_bin,0.5477600797591974
math,aime25,28,aime25:28,54,1,base_plus_knot_bin,0.878324930333989
math,aime25,28,aime25:28,58,1,base_plus_knot_bin,0.733740474867858
math,aime25,3,aime25:3,2,1,base_plus_knot_bin,0.8528330362419391
math,aime25,3,aime25:3,9,0,base_plus_knot_bin,0.05379972092226584
math,aime25,3,aime25:3,28,1,base_plus_knot_bin,0.8834821152799575
math,aime25,3,aime25:3,32,0,base_plus_knot_bin,0.0345642059946498
math,aime25,6,aime25:6,2,0,base_plus_knot_bin,0.12469096498619585
math,aime25,6,aime25:6,10,0,base_plus_knot_bin,0.16112425845817677
math,aime25,6,aime25:6,18,1,base_plus_knot_bin,0.15436165158477166
math,aime25,6,aime25:6,62,1,base_plus_knot_bin,0.6337221934080234
math,aime25,7,aime25:7,10,0,base_plus_knot_bin,0.02777013124263733
math,aime25,7,aime25:7,17,0,base_plus_knot_bin,0.04882658528889213
math,aime25,7,aime25:7,22,1,base_plus_knot_bin,0.4426708369867091
math,aime25,7,aime25:7,23,1,base_plus_knot_bin,0.9028485746612457
math,aime25,8,aime25:8,7,0,base_plus_knot_bin,0.04850203238535519
math,aime25,8,aime25:8,40,0,base_plus_knot_bin,0.3691243230389066
math,aime25,8,aime25:8,42,1,base_plus_knot_bin,0.9850322519568508
math,aime25,8,aime25:8,58,1,base_plus_knot_bin,0.7177639818025393
math,aime25,9,aime25:9,8,1,base_plus_knot_bin,0.7879444458156015
math,aime25,9,aime25:9,28,0,base_plus_knot_bin,0.46431768974186316
