domain,dataset,problem_id,problem_key,run_index,is_correct,parse_ok,think_chars,think_total_chars,raw_knot_present,raw_knot_severity,raw_primary_trigger,raw_trace_strategy,raw_reversal_count,raw_state_consistency,raw_recovers_later,raw_annotator_confidence,raw_knot_quote,raw_open_diagnosis,raw_knot_symptoms,protocol_filter,knot_present,knot_present_bin,knot_severity,primary_trigger,trace_strategy,reversal_count,state_consistency,recovers_later,annotator_confidence,knot_quote,open_diagnosis,knot_symptoms,knot_count,sym_case_split_instability,sym_assumption_drift,sym_subgoal_frame_loss,sym_variable_binding_drift,sym_invariant_drift,sym_repair_without_recovery
math,aime25,19,aime25:19,55,1,1,15618,57030,yes,2.0,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,"Now, the direction: I need to order the points. Assuming the triangle is oriented, say counterclockwise. So, from A to B to C. Arc AB = 72°, arc BC = 168°, arc CA = 120°. So, from A to B is 72°, then B to C is 168°, so from A to C directly would be arc AB + arc BC = 72+168=240°, but arc CA is given as 120°, which is the minor arc? No, in the circle, the arcs between points.","The model initially assumes a counterclockwise orientation for the triangle, but then questions whether the given arc CA is a minor arc, indicating a confusion in the active state. This confusion is later resolved by clarifying the minor arc definition.",variable_binding_drift|repair_without_recovery,accepted_math,yes,1,2,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,"Now, the direction: I need to order the points. Assuming the triangle is oriented, say counterclockwise. So, from A to B to C. Arc AB = 72°, arc BC = 168°, arc CA = 120°. So, from A to B is 72°, then B to C is 168°, so from A to C directly would be arc AB + arc BC = 72+168=240°, but arc CA is given as 120°, which is the minor arc? No, in the circle, the arcs between points.","The model initially assumes a counterclockwise orientation for the triangle, but then questions whether the given arc CA is a minor arc, indicating a confusion in the active state. This confusion is later resolved by clarifying the minor arc definition.",variable_binding_drift|repair_without_recovery,2,0,0,0,1,0,1
math,aime25,19,aime25:19,56,0,1,15617,92803,yes,2.0,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,"Now, the arcs between D,E,F: arc DE = 72°, arc EF = 120°, arc FD = 120°? FD is arc FD, but in order.","The model incorrectly identifies the order of the arcs, leading to confusion and a need for correction.",variable_binding_drift|repair_without_recovery,accepted_math,yes,1,2,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,"Now, the arcs between D,E,F: arc DE = 72°, arc EF = 120°, arc FD = 120°? FD is arc FD, but in order.","The model incorrectly identifies the order of the arcs, leading to confusion and a need for correction.",variable_binding_drift|repair_without_recovery,2,0,0,0,1,0,1
math,aime25,8,aime25:8,8,1,1,15618,48459,no,0.0,none,symbolic_manipulation,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,raw_no,no,0,0,none,symbolic_manipulation,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,0,0,0,0,0,0,0
math,aime25,8,aime25:8,50,0,0,15619,61499,,,,,,,,,,,none,raw_no,no,0,0,none,,,,,,,,none,0,0,0,0,0,0,0
math,aime25,8,aime25:8,58,1,1,15618,41841,no,0.0,none,symbolic_manipulation,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,raw_no,no,0,0,none,symbolic_manipulation,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,0,0,0,0,0,0,0
math,aime25,8,aime25:8,60,0,1,15618,59210,yes,2.0,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,"Let me denote the original coordinates as (x, y) and the rotated coordinates as (x', y').","The model introduces new symbols (x', y') without clearly defining their relationship to the original coordinates (x, y), leading to confusion and a need for later clarification.",variable_binding_drift|repair_without_recovery,setup_search,no,0,0,none,symbolic_manipulation,1.0,recovered_break,yes,medium,"Let me denote the original coordinates as (x, y) and the rotated coordinates as (x', y').","The model introduces new symbols (x', y') without clearly defining their relationship to the original coordinates (x, y), leading to confusion and a need for later clarification.",none,0,0,0,0,0,0,0
math,brumo25,brumo25-28,brumo25:brumo25-28,20,1,1,15619,33935,no,0.0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning is consistent and maintains a stable control of the active assumptions and symbols throughout.,none,raw_no,no,0,0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning is consistent and maintains a stable control of the active assumptions and symbols throughout.,none,0,0,0,0,0,0,0
math,brumo25,brumo25-28,brumo25:brumo25-28,29,0,1,15619,51439,no,0.0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning is consistent and maintains a stable active state throughout.,none,raw_no,no,0,0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning is consistent and maintains a stable active state throughout.,none,0,0,0,0,0,0,0
math,brumo25,brumo25-28,brumo25:brumo25-28,39,1,1,15619,51864,no,0.0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning provided is consistent and maintains a stable control of the active assumptions and symbols throughout.,none,raw_no,no,0,0,none,symbolic_manipulation,0.0,stable,no,high,,The reasoning provided is consistent and maintains a stable control of the active assumptions and symbols throughout.,none,0,0,0,0,0,0,0
math,brumo25,brumo25-28,brumo25:brumo25-28,58,0,1,15618,64795,yes,2.0,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,1/[n(n+1)]² = A/n + B/n² + C/(n+1) + D/(n+1)²,"The model attempted to perform a partial fraction decomposition but made an error in setting the variable n to -1, which is not valid for the given expression. This caused a variable binding drift and a repair without recovery, but the model corrected the mistake later in the reasoning.",variable_binding_drift|repair_without_recovery,accepted_math,yes,1,2,symbol_binding,symbolic_manipulation,1.0,recovered_break,yes,medium,1/[n(n+1)]² = A/n + B/n² + C/(n+1) + D/(n+1)²,"The model attempted to perform a partial fraction decomposition but made an error in setting the variable n to -1, which is not valid for the given expression. This caused a variable binding drift and a repair without recovery, but the model corrected the mistake later in the reasoning.",variable_binding_drift|repair_without_recovery,2,0,0,0,1,0,1
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,2,1,1,15618,68921,no,0.0,none,case_analysis,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,raw_no,no,0,0,none,case_analysis,0.0,stable,no,high,,"The reasoning provided is consistent and maintains a stable control of the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,0,0,0,0,0,0,0
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,28,0,1,15616,85579,no,0.0,none,case_analysis,0.0,stable,yes,high,,"The reasoning provided is consistent and maintains a stable control over the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,raw_no,no,0,0,none,case_analysis,0.0,stable,yes,high,,"The reasoning provided is consistent and maintains a stable control over the active assumptions, cases, symbols, subgoals, and invariants throughout the trace.",none,0,0,0,0,0,0,0
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,48,0,1,15618,94249,yes,2.0,repair_loop,patchy_backtracking,1.0,recovered_break,yes,medium,But perhaps the number is 25 or something.,"The model revisits the calculation of the number of ways without a clear resolution, leading to an inconsistency in the reasoning.",repair_without_recovery,accepted_math,yes,1,2,repair_loop,patchy_backtracking,1.0,recovered_break,yes,medium,But perhaps the number is 25 or something.,"The model revisits the calculation of the number of ways without a clear resolution, leading to an inconsistency in the reasoning.",repair_without_recovery,1,0,0,0,0,0,1
math,hmmt25,hmmt25-11,hmmt25:hmmt25-11,64,1,1,15619,86368,no,0.0,none,case_analysis,0.0,stable,no,high,,The reasoning provided is consistent and maintains a stable active state throughout.,none,raw_no,no,0,0,none,case_analysis,0.0,stable,no,high,,The reasoning provided is consistent and maintains a stable active state throughout.,none,0,0,0,0,0,0,0
